1.002278,4.728404,9.149622,0,0,1
2.004976,4.737435,9.152382,0,0,1
3.005282,4.746408,9.15513,0,0,1
4.010112,4.755446,9.157904,0,0,1
5.011021,4.764438,9.160655,0,0,1
6.011592,4.773433,9.163404,0,0,1
7.013981,4.782443,9.166163,0,0,1
8.016432,4.791442,9.168924,0,0,1
9.018798,4.800464,9.171682,0,0,1
10.01894,4.809436,9.174432,0,0,1
11.0199,4.818451,9.177182,0,0,1
12.0229,4.827448,9.179931,0,0,1
13.02608,4.836491,9.182676,0,0,1
14.02984,4.806068,9.37192,-0.6691307,0,0.7431447
15.0309,4.28287,9.287173,-0.8090172,0,0.587785
16.03302,3.817357,9.687067,-0.6293207,0,0.7771457
17.03454,3.384668,10.11647,-0.8386708,0,0.5446387
18.03591,3.227442,10.15235,-0.7771459,0,-0.6293207
19.03646,3.217044,10.51035,-0.5877857,0,0.8090167
20.03819,3.290571,10.95416,0.6691304,0,0.743145
21.03823,3.117366,11.02274,0.8910066,0,0.4539904
22.03929,2.782881,11.40093,0.1564346,0,0.9876883
23.0419,2.768855,12.04293,0.5446392,0,0.8386705
24.04396,3.196286,12.42995,0.9659258,0,0.2588189
25.05113,3.554683,13.03245,0.5877857,0,0.8090167
26.05323,3.970271,13.48547,0.5877857,0,0.8090167
27.05892,4.389181,13.95528,0.8660256,0,0.4999996
28.06052,4.785048,14.37088,0.7071072,0,0.7071064
29.06351,4.876956,14.56974,0.406737,0,0.9135453
30.06377,5.219617,15.07839,0.406737,0,0.9135453
31.06394,5.570073,15.60493,0.9876885,0,0.1564341
32.06726,6.374511,15.71811,0.7071066,0,-0.7071071
33.07047,6.863093,15.34462,0.7071066,0,-0.7071071
34.07504,7.297526,14.90949,0.7071066,0,-0.7071071
35.07515,7.726617,14.4797,0.7071066,0,-0.7071071
36.08448,8.209032,14.09683,0.7071066,0,-0.7071071
37.08767,8.641619,13.66352,0.7071066,0,-0.7071071
38.09309,9.096972,13.26534,0.9135454,0,-0.406737
39.09457,9.577462,12.90579,0.7071066,0,-0.7071069
40.09644,9.94504,12.4104,0.7071066,0,-0.7071069
41.09835,10.26308,11.88666,-0.3090173,0,-0.9510564
42.0985,10.15214,11.32353,-0.7071071,0,-0.7071067
42.55663,9.957041,11.12322,-0.7071071,0,-0.7071067,Died
42.55663,4.360281,3.132394,-0.3583679,0,0.9335805,Survived
